Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Pool Play,Premier,Group A,1,Single game,Rogue,"Fashionably Late ",Rogue,21,9,,,,,Ryan Marino,Thomas Hamilton,Aleks Essen,David Gonzales
Pool Play,Premier,Group A,1,Single game,Basketball Purity,Dry Heat >,Basketball Purity,21,15,,,,,Jack Bushart,Joey Reynolds,Kalin Morgan,Thomas Maloney
Pool Play,Premier,Group B,1,Single game,Bart Harley Jarvis,Cha Cha Slide,Bart Harley Jarvis,21,10,,,,,Ryan Gross,Clark Marshall,Brad Yates,Levi Rogers
Pool Play,Premier,Group B,1,Single game,Wideman/ Kir,Super Awesome Spikers,Super Awesome Spikers,21,23,,,,,Nick Wideman,Calyn Kir,Chris Kaptur,Max Fiebelkorn
Pool Play,Premier,Group C,1,Single game,GFD Grass Fed,CRO Double McTwist,GFD Grass Fed,21,11,,,,,Matthew Cole,Grant Klapwijk,Kyle Jeung,Jared Ang
Pool Play,Premier,Group C,1,Single game,Blind Spot,Tickle Me Elmo,Blind Spot,21,12,,,,,Corey Weiss,Maxwell Gunneson,Austin Ha,Shane Soto
Pool Play,Premier,Group D,1,Single game,Critical Hit,FCR BHAD Boys,Critical Hit,21,11,,,,,Vincent Mathieu,Justin Barr,Nethaniel Gabriel,Joey Renaud
Pool Play,Premier,Group D,1,Single game,GFD Shorter & Taller,CRO Fieldhousers,GFD Shorter & Taller,21,12,,,,,Caleb Shorter,Andrew Sullivan,Ben Pernfuss,Nicholas Puopolo
Pool Play,Premier,Group D,1,Single game,Josh/Nick,Munch,Josh/Nick,21,17,,,,,Joshua Hachey,Nick Evanko,Gabriel Skaggs,Josiah McKinney
Pool Play,Premier,Group E,1,Single game,Swamp Donkeys,Primal,Swamp Donkeys,21,18,,,,,Emerson Dean,Etienne Cote,Micah Bouman,Ruben Zapata
Pool Play,Premier,Group E,1,Single game,Those guys,Mass on Sunday,Those guys,21,13,,,,,Matthew Burrows,Rendall Weaver,Justin Kehoe,Bradley Clark
Pool Play,Premier,Group E,1,Single game,Skill Issue,Uossss,Skill Issue,21,13,,,,,Josh Hutko,Adam Porter,David Rowlands,Sam Mccune
Pool Play,Premier,Group F,1,Single game,Pneumatic💥,CRO Dive Bar,Pneumatic💥,21,8,,,,,Dawson Morgan,Blake Bosak,Dylan Mark,Logan Snair
Pool Play,Premier,Group F,1,Single game,Evasive Maneuvers,Vote No on 1 🇺🇸🇺🇸🇺🇸,Evasive Maneuvers,21,12,,,,,Michael Barkman,Jenson Miller,Tommy Oddo,Daniel Patten
Pool Play,Premier,Group F,1,Single game,Glitch,We Move,We Move,15,21,,,,,Cody Dryer,Luke Nickel,Nate Wilson,Clifford Amadeo LeVeque
Pool Play,Premier,Group G,1,Single game,Profit Boost,CRO u up?,Profit Boost,21,15,,,,,Kieran Rose,Justin Shaytar,Eric Reinke,Nathan Goh
Pool Play,Premier,Group G,1,Single game,Nebs,Arledge/Hobart,Nebs,21,13,,,,,Skyler Sebring,Neal Bergman,Colin Hobart,Brandon Arledge
Pool Play,Premier,Group G,1,Single game,Daddy is always right,Beard/Broekema,Daddy is always right,21,16,,,,,Kyle Fowler,Owen Bass,Lindros Beard,Gavin Broekema
Pool Play,Premier,Group A,2,Single game,Rogue,Dry Heat >,Rogue,21,7,,,,,Ryan Marino,Thomas Hamilton,Kalin Morgan,Thomas Maloney
Pool Play,Premier,Group A,2,Single game,Birthday Sets (formerly GET CAKED),"Fashionably Late ",Birthday Sets (formerly GET CAKED),21,13,,,,,Tim Lacagnina,Henry Pilliod,Aleks Essen,David Gonzales
Pool Play,Premier,Group B,2,Single game,Bart Harley Jarvis,Super Awesome Spikers,Bart Harley Jarvis,21,11,,,,,Ryan Gross,Clark Marshall,Chris Kaptur,Max Fiebelkorn
Pool Play,Premier,Group B,2,Single game,CRO Sam Sucks,Cha Cha Slide,CRO Sam Sucks,21,12,,,,,Samuel Corey,Adrian Garcea,Brad Yates,Levi Rogers
Pool Play,Premier,Group C,2,Single game,GFD Grass Fed,Tickle Me Elmo,GFD Grass Fed,21,10,,,,,Matthew Cole,Grant Klapwijk,Austin Ha,Shane Soto
Pool Play,Premier,Group C,2,Single game,Daymare,CRO Double McTwist,Daymare,21,9,,,,,Grayson M  Wills,Kyan Kornfeld,Kyle Jeung,Jared Ang
Pool Play,Premier,Group D,2,Single game,Critical Hit,CRO Fieldhousers,Critical Hit,21,11,,,,,Vincent Mathieu,Justin Barr,Ben Pernfuss,Nicholas Puopolo
Pool Play,Premier,Group D,2,Single game,GFD Shorter & Taller,Josh/Nick,GFD Shorter & Taller,21,17,,,,,Caleb Shorter,Andrew Sullivan,Joshua Hachey,Nick Evanko
Pool Play,Premier,Group D,2,Single game,Munch,FCR BHAD Boys,FCR BHAD Boys,12,21,,,,,Gabriel Skaggs,Josiah McKinney,Nethaniel Gabriel,Joey Renaud
Pool Play,Premier,Group E,2,Single game,Swamp Donkeys,Mass on Sunday,Swamp Donkeys,21,8,,,,,Emerson Dean,Etienne Cote,Justin Kehoe,Bradley Clark
Pool Play,Premier,Group E,2,Single game,Those guys,Skill Issue,Those guys,21,18,,,,,Matthew Burrows,Rendall Weaver,Josh Hutko,Adam Porter
Pool Play,Premier,Group E,2,Single game,Uossss,Primal,Primal,19,21,,,,,David Rowlands,Sam Mccune,Micah Bouman,Ruben Zapata
Pool Play,Premier,Group F,2,Single game,Pneumatic💥,Vote No on 1 🇺🇸🇺🇸🇺🇸,Pneumatic💥,21,5,,,,,Dawson Morgan,Blake Bosak,Tommy Oddo,Daniel Patten
Pool Play,Premier,Group F,2,Single game,Evasive Maneuvers,Glitch,Evasive Maneuvers,21,17,,,,,Michael Barkman,Jenson Miller,Cody Dryer,Luke Nickel
Pool Play,Premier,Group F,2,Single game,We Move,CRO Dive Bar,We Move,21,18,,,,,Nate Wilson,Clifford Amadeo LeVeque,Dylan Mark,Logan Snair
Pool Play,Premier,Group G,2,Single game,Profit Boost,Arledge/Hobart,Profit Boost,21,11,,,,,Kieran Rose,Justin Shaytar,Colin Hobart,Brandon Arledge
Pool Play,Premier,Group G,2,Single game,Nebs,Daddy is always right,Nebs,22,20,,,,,Skyler Sebring,Neal Bergman,Kyle Fowler,Owen Bass
Pool Play,Premier,Group G,2,Single game,Beard/Broekema,CRO u up?,Beard/Broekema,21,13,,,,,Lindros Beard,Gavin Broekema,Eric Reinke,Nathan Goh
Pool Play,Premier,Group A,3,Single game,Rogue,Birthday Sets (formerly GET CAKED),Rogue,21,12,,,,,Ryan Marino,Thomas Hamilton,Tim Lacagnina,Henry Pilliod
Pool Play,Premier,Group A,3,Single game,Basketball Purity,"Fashionably Late ",Basketball Purity,21,15,,,,,Jack Bushart,Joey Reynolds,Aleks Essen,David Gonzales
Pool Play,Premier,Group B,3,Single game,Bart Harley Jarvis,CRO Sam Sucks,Bart Harley Jarvis,21,13,,,,,Ryan Gross,Clark Marshall,Samuel Corey,Adrian Garcea
Pool Play,Premier,Group B,3,Single game,Wideman/ Kir,Cha Cha Slide,Wideman/ Kir,21,5,,,,,Nick Wideman,Calyn Kir,Brad Yates,Levi Rogers
Pool Play,Premier,Group C,3,Single game,GFD Grass Fed,Daymare,GFD Grass Fed,21,16,,,,,Matthew Cole,Grant Klapwijk,Grayson M  Wills,Kyan Kornfeld
Pool Play,Premier,Group C,3,Single game,Blind Spot,CRO Double McTwist,Blind Spot,21,10,,,,,Corey Weiss,Maxwell Gunneson,Kyle Jeung,Jared Ang
Pool Play,Premier,Group D,3,Single game,Critical Hit,Munch,Critical Hit,21,11,,,,,Vincent Mathieu,Justin Barr,Gabriel Skaggs,Josiah McKinney
Pool Play,Premier,Group D,3,Single game,GFD Shorter & Taller,FCR BHAD Boys,FCR BHAD Boys,19,21,,,,,Caleb Shorter,Andrew Sullivan,Nethaniel Gabriel,Joey Renaud
Pool Play,Premier,Group D,3,Single game,Josh/Nick,CRO Fieldhousers,CRO Fieldhousers,24,25,,,,,Joshua Hachey,Nick Evanko,Ben Pernfuss,Nicholas Puopolo
Pool Play,Premier,Group E,3,Single game,Swamp Donkeys,Uossss,Swamp Donkeys,21,13,,,,,Emerson Dean,Etienne Cote,David Rowlands,Sam Mccune
Pool Play,Premier,Group E,3,Single game,Those guys,Primal,Those guys,21,17,,,,,Matthew Burrows,Rendall Weaver,Micah Bouman,Ruben Zapata
Pool Play,Premier,Group E,3,Single game,Skill Issue,Mass on Sunday,Skill Issue,21,17,,,,,Josh Hutko,Adam Porter,Justin Kehoe,Bradley Clark
Pool Play,Premier,Group F,3,Single game,Pneumatic💥,We Move,Pneumatic💥,21,11,,,,,Dawson Morgan,Blake Bosak,Nate Wilson,Clifford Amadeo LeVeque
Pool Play,Premier,Group F,3,Single game,Evasive Maneuvers,CRO Dive Bar,Evasive Maneuvers,21,8,,,,,Michael Barkman,Jenson Miller,Dylan Mark,Logan Snair
Pool Play,Premier,Group F,3,Single game,Glitch,Vote No on 1 🇺🇸🇺🇸🇺🇸,Glitch,22,20,,,,,Cody Dryer,Luke Nickel,Tommy Oddo,Daniel Patten
Pool Play,Premier,Group G,3,Single game,Profit Boost,Beard/Broekema,Profit Boost,21,17,,,,,Kieran Rose,Justin Shaytar,Lindros Beard,Gavin Broekema
Pool Play,Premier,Group G,3,Single game,Nebs,CRO u up?,Nebs,21,14,,,,,Skyler Sebring,Neal Bergman,Eric Reinke,Nathan Goh
Pool Play,Premier,Group G,3,Single game,Daddy is always right,Arledge/Hobart,Daddy is always right,21,16,,,,,Kyle Fowler,Owen Bass,Colin Hobart,Brandon Arledge
Pool Play,Premier,Group A,4,Single game,Basketball Purity,Birthday Sets (formerly GET CAKED),Birthday Sets (formerly GET CAKED),19,21,,,,,Jack Bushart,Joey Reynolds,Tim Lacagnina,Henry Pilliod
Pool Play,Premier,Group A,4,Single game,Dry Heat >,"Fashionably Late ","Fashionably Late ",15,21,,,,,Kalin Morgan,Thomas Maloney,Aleks Essen,David Gonzales
Pool Play,Premier,Group B,4,Single game,Wideman/ Kir,CRO Sam Sucks,CRO Sam Sucks,18,21,,,,,Nick Wideman,Calyn Kir,Samuel Corey,Adrian Garcea
Pool Play,Premier,Group B,4,Single game,Super Awesome Spikers,Cha Cha Slide,Cha Cha Slide,19,21,,,,,Chris Kaptur,Max Fiebelkorn,Brad Yates,Levi Rogers
Pool Play,Premier,Group C,4,Single game,Blind Spot,Daymare,Blind Spot,21,16,,,,,Corey Weiss,Maxwell Gunneson,Grayson M  Wills,Kyan Kornfeld
Pool Play,Premier,Group C,4,Single game,Tickle Me Elmo,CRO Double McTwist,CRO Double McTwist,24,25,,,,,Austin Ha,Shane Soto,Kyle Jeung,Jared Ang
Pool Play,Premier,Group D,4,Single game,Critical Hit,Josh/Nick,Critical Hit,21,16,,,,,Vincent Mathieu,Justin Barr,Joshua Hachey,Nick Evanko
Pool Play,Premier,Group D,4,Single game,GFD Shorter & Taller,Munch,GFD Shorter & Taller,21,14,,,,,Caleb Shorter,Andrew Sullivan,Gabriel Skaggs,Josiah McKinney
Pool Play,Premier,Group D,4,Single game,CRO Fieldhousers,FCR BHAD Boys,FCR BHAD Boys,24,25,,,,,Ben Pernfuss,Nicholas Puopolo,Nethaniel Gabriel,Joey Renaud
Pool Play,Premier,Group E,4,Single game,Swamp Donkeys,Skill Issue,Swamp Donkeys,21,14,,,,,Emerson Dean,Etienne Cote,Josh Hutko,Adam Porter
Pool Play,Premier,Group E,4,Single game,Those guys,Uossss,Those guys,21,17,,,,,Matthew Burrows,Rendall Weaver,David Rowlands,Sam Mccune
Pool Play,Premier,Group E,4,Single game,Mass on Sunday,Primal,Primal,10,21,,,,,Justin Kehoe,Bradley Clark,Micah Bouman,Ruben Zapata
Pool Play,Premier,Group F,4,Single game,Pneumatic💥,Glitch,Pneumatic💥,21,13,,,,,Dawson Morgan,Blake Bosak,Cody Dryer,Luke Nickel
Pool Play,Premier,Group F,4,Single game,Evasive Maneuvers,We Move,Evasive Maneuvers,21,15,,,,,Michael Barkman,Jenson Miller,Nate Wilson,Clifford Amadeo LeVeque
Pool Play,Premier,Group F,4,Single game,Vote No on 1 🇺🇸🇺🇸🇺🇸,CRO Dive Bar,Vote No on 1 🇺🇸🇺🇸🇺🇸,21,14,,,,,Tommy Oddo,Daniel Patten,Dylan Mark,Logan Snair
Pool Play,Premier,Group G,4,Single game,Profit Boost,Daddy is always right,Profit Boost,21,16,,,,,Kieran Rose,Justin Shaytar,Kyle Fowler,Owen Bass
Pool Play,Premier,Group G,4,Single game,Nebs,Beard/Broekema,Nebs,22,20,,,,,Skyler Sebring,Neal Bergman,Lindros Beard,Gavin Broekema
Pool Play,Premier,Group G,4,Single game,Arledge/Hobart,CRO u up?,Arledge/Hobart,21,19,,,,,Colin Hobart,Brandon Arledge,Eric Reinke,Nathan Goh
Pool Play,Premier,Group A,5,Single game,Rogue,Basketball Purity,Rogue,21,13,,,,,Ryan Marino,Thomas Hamilton,Jack Bushart,Joey Reynolds
Pool Play,Premier,Group A,5,Single game,Birthday Sets (formerly GET CAKED),Dry Heat >,Birthday Sets (formerly GET CAKED),21,16,,,,,Tim Lacagnina,Henry Pilliod,Kalin Morgan,Thomas Maloney
Pool Play,Premier,Group B,5,Single game,Bart Harley Jarvis,Wideman/ Kir,Bart Harley Jarvis,21,14,,,,,Ryan Gross,Clark Marshall,Nick Wideman,Calyn Kir
Pool Play,Premier,Group B,5,Single game,CRO Sam Sucks,Super Awesome Spikers,CRO Sam Sucks,21,18,,,,,Samuel Corey,Adrian Garcea,Chris Kaptur,Max Fiebelkorn
Pool Play,Premier,Group C,5,Single game,GFD Grass Fed,Blind Spot,GFD Grass Fed,21,18,,,,,Matthew Cole,Grant Klapwijk,Corey Weiss,Maxwell Gunneson
Pool Play,Premier,Group C,5,Single game,Daymare,Tickle Me Elmo,Tickle Me Elmo,16,21,,,,,Grayson M  Wills,Kyan Kornfeld,Austin Ha,Shane Soto
Pool Play,Premier,Group D,5,Single game,Critical Hit,GFD Shorter & Taller,Critical Hit,22,20,,,,,Vincent Mathieu,Justin Barr,Caleb Shorter,Andrew Sullivan
Pool Play,Premier,Group D,5,Single game,Josh/Nick,FCR BHAD Boys,Josh/Nick,21,16,,,,,Joshua Hachey,Nick Evanko,Nethaniel Gabriel,Joey Renaud
Pool Play,Premier,Group D,5,Single game,Munch,CRO Fieldhousers,CRO Fieldhousers,15,21,,,,,Gabriel Skaggs,Josiah McKinney,Ben Pernfuss,Nicholas Puopolo
Pool Play,Premier,Group E,5,Single game,Swamp Donkeys,Those guys,Swamp Donkeys,21,18,,,,,Emerson Dean,Etienne Cote,Matthew Burrows,Rendall Weaver
Pool Play,Premier,Group E,5,Single game,Skill Issue,Primal,Skill Issue,21,19,,,,,Josh Hutko,Adam Porter,Micah Bouman,Ruben Zapata
Pool Play,Premier,Group E,5,Single game,Uossss,Mass on Sunday,Uossss,21,14,,,,,David Rowlands,Sam Mccune,Justin Kehoe,Bradley Clark
Pool Play,Premier,Group F,5,Single game,Pneumatic💥,Evasive Maneuvers,Pneumatic💥,21,11,,,,,Dawson Morgan,Blake Bosak,Michael Barkman,Jenson Miller
Pool Play,Premier,Group F,5,Single game,Glitch,CRO Dive Bar,Glitch,22,20,,,,,Cody Dryer,Luke Nickel,Dylan Mark,Logan Snair
Pool Play,Premier,Group F,5,Single game,We Move,Vote No on 1 🇺🇸🇺🇸🇺🇸,Vote No on 1 🇺🇸🇺🇸🇺🇸,13,21,,,,,Nate Wilson,Clifford Amadeo LeVeque,Tommy Oddo,Daniel Patten
Pool Play,Premier,Group G,5,Single game,Profit Boost,Nebs,Profit Boost,21,19,,,,,Kieran Rose,Justin Shaytar,Skyler Sebring,Neal Bergman
Pool Play,Premier,Group G,5,Single game,Daddy is always right,CRO u up?,Daddy is always right,21,18,,,,,Kyle Fowler,Owen Bass,Eric Reinke,Nathan Goh
Pool Play,Premier,Group G,5,Single game,Beard/Broekema,Arledge/Hobart,Arledge/Hobart,24,25,,,,,Lindros Beard,Gavin Broekema,Colin Hobart,Brandon Arledge
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,We Move,Mass on Sunday,We Move,1,0,1,0,,,Nate Wilson,Clifford Amadeo LeVeque,Justin Kehoe,Bradley Clark
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,Super Awesome Spikers,CRO Dive Bar,Super Awesome Spikers,15,21,21,18,21,16,Chris Kaptur,Max Fiebelkorn,Dylan Mark,Logan Snair
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,Arledge/Hobart,Munch,Munch,15,21,21,19,18,21,Colin Hobart,Brandon Arledge,Gabriel Skaggs,Josiah McKinney
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,Tickle Me Elmo,CRO u up?,Tickle Me Elmo,21,17,21,12,,,Austin Ha,Shane Soto,Eric Reinke,Nathan Goh
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,"Fashionably Late ",Dry Heat >,"Fashionably Late ",21,17,17,21,21,16,Aleks Essen,David Gonzales,Kalin Morgan,Thomas Maloney
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,CRO Double McTwist,Uossss,CRO Double McTwist,21,16,21,19,,,Kyle Jeung,Jared Ang,David Rowlands,Sam Mccune
Bracket Stage,Premier,Bracket A,Round of 64,Best of 3,Cha Cha Slide,Beard/Broekema,Beard/Broekema,0,1,0,1,,,Brad Yates,Levi Rogers,Lindros Beard,Gavin Broekema
Bracket Stage,Premier,Bracket A,Round of 32,Best of 3,Pneumatic💥,Beard/Broekema,Pneumatic💥,21,17,21,9,,,Dawson Morgan,Blake Bosak,Lindros Beard,Gavin Broekema
