Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Group Stage,Expert 5.0,Group A,1,Single game,Accio Pitcher,Chernobyl,Accio Pitcher,21,17,,,,,Connor Nelson,Jacob Payer,James Lamkin,Dylan Medveal
Group Stage,Expert 5.0,Group A,1,Single game,"Almost a full Mexican ",GQ’s finest,"Almost a full Mexican ",21,17,,,,,Clifton Miller,Josh Fragiacomo,Quinn Hufler,Alec Galbo
Group Stage,Expert 5.0,Group A,1,Single game,Electro-Monkies,super sluggers,Electro-Monkies,21,17,,,,,Nathaniel Schrag,Ryan McCargar,Sasha Mariniuk,Nate Gauthier
Group Stage,Expert 5.0,Group B,1,Single game,Dino nugs and rice,The Disciples,Dino nugs and rice,21,17,,,,,Warren Foote,Josh Cain,Mason Thau,Benjamin Walker-Edwards
Group Stage,Expert 5.0,Group B,1,Single game,white men can’t jump,blind date 2 electric boogaloo,blind date 2 electric boogaloo,15,21,,,,,Jason Rhoads,Joseph Kaylor,Douglas Page,Patrick Drucker
Group Stage,Expert 5.0,Group B,1,Single game,Du/Camarena,the locals,Du/Camarena,21,14,,,,,Michael Du,Charlie Camarena,Elle Lowe,Ryan Oswalt
Group Stage,Expert 5.0,Group A,2,Single game,Accio Pitcher,GQ’s finest,Accio Pitcher,21,9,,,,,Connor Nelson,Jacob Payer,Quinn Hufler,Alec Galbo
Group Stage,Expert 5.0,Group A,2,Single game,"Almost a full Mexican ",Electro-Monkies,Electro-Monkies,21,23,,,,,Clifton Miller,Josh Fragiacomo,Nathaniel Schrag,Ryan McCargar
Group Stage,Expert 5.0,Group A,2,Single game,super sluggers,Chernobyl,Chernobyl,20,22,,,,,Sasha Mariniuk,Nate Gauthier,James Lamkin,Dylan Medveal
Group Stage,Expert 5.0,Group B,2,Single game,Dino nugs and rice,blind date 2 electric boogaloo,blind date 2 electric boogaloo,19,21,,,,,Warren Foote,Josh Cain,Douglas Page,Patrick Drucker
Group Stage,Expert 5.0,Group B,2,Single game,white men can’t jump,Du/Camarena,Du/Camarena,17,21,,,,,Jason Rhoads,Joseph Kaylor,Michael Du,Charlie Camarena
Group Stage,Expert 5.0,Group B,2,Single game,the locals,The Disciples,the locals,21,16,,,,,Elle Lowe,Ryan Oswalt,Mason Thau,Benjamin Walker-Edwards
Group Stage,Expert 5.0,Group A,3,Single game,Accio Pitcher,super sluggers,Accio Pitcher,21,11,,,,,Connor Nelson,Jacob Payer,Sasha Mariniuk,Nate Gauthier
Group Stage,Expert 5.0,Group A,3,Single game,"Almost a full Mexican ",Chernobyl,"Almost a full Mexican ",21,15,,,,,Clifton Miller,Josh Fragiacomo,James Lamkin,Dylan Medveal
Group Stage,Expert 5.0,Group A,3,Single game,Electro-Monkies,GQ’s finest,GQ’s finest,15,21,,,,,Nathaniel Schrag,Ryan McCargar,Quinn Hufler,Alec Galbo
Group Stage,Expert 5.0,Group B,3,Single game,Dino nugs and rice,the locals,Dino nugs and rice,21,16,,,,,Warren Foote,Josh Cain,Elle Lowe,Ryan Oswalt
Group Stage,Expert 5.0,Group B,3,Single game,white men can’t jump,The Disciples,white men can’t jump,21,9,,,,,Jason Rhoads,Joseph Kaylor,Mason Thau,Benjamin Walker-Edwards
Group Stage,Expert 5.0,Group B,3,Single game,Du/Camarena,blind date 2 electric boogaloo,blind date 2 electric boogaloo,20,22,,,,,Michael Du,Charlie Camarena,Douglas Page,Patrick Drucker
Group Stage,Expert 5.0,Group A,4,Single game,Accio Pitcher,Electro-Monkies,Electro-Monkies,15,21,,,,,Connor Nelson,Jacob Payer,Nathaniel Schrag,Ryan McCargar
Group Stage,Expert 5.0,Group A,4,Single game,"Almost a full Mexican ",super sluggers,"Almost a full Mexican ",21,18,,,,,Clifton Miller,Josh Fragiacomo,Sasha Mariniuk,Nate Gauthier
Group Stage,Expert 5.0,Group A,4,Single game,GQ’s finest,Chernobyl,GQ’s finest,21,15,,,,,Quinn Hufler,Alec Galbo,James Lamkin,Dylan Medveal
Group Stage,Expert 5.0,Group B,4,Single game,Dino nugs and rice,Du/Camarena,Dino nugs and rice,21,14,,,,,Warren Foote,Josh Cain,Michael Du,Charlie Camarena
Group Stage,Expert 5.0,Group B,4,Single game,white men can’t jump,the locals,white men can’t jump,21,18,,,,,Jason Rhoads,Joseph Kaylor,Elle Lowe,Ryan Oswalt
Group Stage,Expert 5.0,Group B,4,Single game,blind date 2 electric boogaloo,The Disciples,blind date 2 electric boogaloo,21,19,,,,,Douglas Page,Patrick Drucker,Mason Thau,Benjamin Walker-Edwards
Group Stage,Expert 5.0,Group A,5,Single game,Accio Pitcher,"Almost a full Mexican ",Accio Pitcher,21,17,,,,,Connor Nelson,Jacob Payer,Clifton Miller,Josh Fragiacomo
Group Stage,Expert 5.0,Group A,5,Single game,Electro-Monkies,Chernobyl,Chernobyl,16,21,,,,,Nathaniel Schrag,Ryan McCargar,James Lamkin,Dylan Medveal
Group Stage,Expert 5.0,Group A,5,Single game,super sluggers,GQ’s finest,GQ’s finest,9,21,,,,,Sasha Mariniuk,Nate Gauthier,Quinn Hufler,Alec Galbo
Group Stage,Expert 5.0,Group B,5,Single game,Dino nugs and rice,white men can’t jump,Dino nugs and rice,21,11,,,,,Warren Foote,Josh Cain,Jason Rhoads,Joseph Kaylor
